time_s,RequestScannerOn [unary],RecordScannerOn [unary],Periodicity [arbitrary unit],Phase [degree],Left-Right [millimeter],Ant.-Post. [millimeter],Head-Feet [millimeter],MarkerBlockFound [unary]
95.52,0.0,0.0,0.16501603792646,2.713462727178,0.6166007822576001,168.74643707257,398.1419723392,-1.0
95.56,0.0,0.0,0.16705889254776002,2.7761363850828,0.6125981247111998,168.635891452008,397.72598669568,-1.0
95.6,0.0,0.0,0.16701501915992,2.8389058742688,0.6140075111712,168.691164262289,397.96647839584,-1.0
95.64,0.0,0.0,0.16671064753178,2.90129203833,0.6123162474192001,168.634583219812,397.75523568624,-1.0
95.68,0.0,0.0,0.16692727238424002,2.9633907085475997,0.6100612290831999,168.633929103714,397.77148512544,-1.0
95.72,0.0,0.0,0.1692278831591,3.0279809920764,0.6115833664600001,168.59664448612799,397.65123927536,-1.0
95.76,0.0,0.0,0.16762102032946,3.0903671561376,0.6110196118759998,168.543988140239,397.45624600496,-1.0
95.8,0.0,0.0,0.16679565222072001,3.1530408140424,0.6103431063752001,168.58290804807,397.63173994832,-1.0
95.84,0.0,0.0,0.17013551387004,3.2152353155411997,0.6076934598303998,168.568844551963,397.56674219152,-1.0
95.88,0.0,0.0,0.17035213872250002,3.2790589488204,0.6022250403656,168.485444749468,397.29050172512,-1.0
95.92,0.0,0.0,0.1684875197393,3.3437450636304,0.6005901520719998,168.511282335339,397.35874936976,-1.0
95.96,0.0,0.0,0.16818314811116,3.4063228902539997,0.5951781080655998,168.451430712372,397.16375609936,-1.0
96.0,0.0,0.0,0.17073877295284,3.4694757045648,0.5939942234391999,168.345463904496,396.825767764,-1.0
96.04,0.0,0.0,0.16835589957578,3.5318618686259997,0.5897660640592002,168.310795751302,396.71202168959996,-1.0
96.08,0.0,0.0,0.16571527004516,3.5939605388436,0.5959673644832,168.396812018189,397.01101137088,-1.0
96.12,0.0,0.0,0.16904690543426001,3.6585508223724,0.6021122894488,168.429844881138,397.10525811824,-1.0
96.16,0.0,0.0,0.16874253380612,3.7195953484968,0.6034653004504,168.445216609441,397.17675565072,-1.0
96.2,0.0,0.0,0.1666229007561,3.7826523315264,0.6063968242872,168.448487189931,397.19300508992,-1.0
96.24,0.0,0.0,0.16554251858054,3.8456134832748,0.6064531997456002,168.414473152835,397.1020082304,-1.0
